                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun                      mixing_length_alpha                               E_star_erg                       dyn_freq_rad_per_s 
                                     843                                     6931                  1.7000000000000000E+000                  2.0000000000000000E-002                  2.6595321591188201E+008                  5.0000000000000000E+005                  7.7136868152750812E+003                  8.1578882164503774E+000                  1.5992561587580505E+000                 -2.4269673616658558E+000                  6.3985976153259760E-001                  6.7130283419011085E-006                  3.3952381553018968E-001                  2.8574293552803011E-005                  5.3601122649174441E-003                  7.2984216513875171E-003                  1.8667444254216045E-003                  1.7000000000000000E+000                  0.0000000000000000E+000                  1.1699585431794699E+000                  2.5045014160575169E-004                  4.9541205177733433E-001                  3.6725911161413936E-003                  4.3834527029486302E-003                  1.4239199748715396E-002                  3.1737876324604238E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5524214810506370E+004                  5.2165451307300497E+006                  2.0838726333267853E+009                  8.1617977673932760E+000                  8.1617960297846217E+000                  3.0318200138529805E-039                  3.4231529228306007E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  8.3928452064608080E+015                                "r26.4.1"                               "gfortran"                                 "15.2.0"                    "x86_64-linux-26.6.1"                                 "CRMATH"                               "20260811"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033                  1.8000000000000000E+000                  6.8544932313690038E+048                  4.0473449922422464E-004 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40 
                                    zone                                     mass                                        q                                       dq                                   radius                                radius_cm                                     logR                                     logT                              temperature                                   logRho                                  density                                     logP                                 pressure                                  entropy                                       mu                                   csound                                   gamma1                                   gamma3                                    grada                                   chiRho                                     chiT                                       cp                                       cv                               luminosity                                  opacity                 pressure_scale_height_cm                                 brunt_N2                                   lamb_S                              mixing_type                                 conv_vel                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       h1                                      he4                         dGamma1_dlnRho_s                         dGamma1_dlnRho_T                         dGamma1_dlnT_Rho                                t_thermal                               omega_conv 
                                       1                  1.7000000000000000E+000                  1.0000000000000000E+000                  2.9999999999999998E-013                  1.5992561587580505E+000                  1.1126025096479758E+011                  2.0391803186700311E-001                  3.8879349338267652E+000                  7.7256483045236673E+003                 -7.4473386528712746E+000                  3.5699435358309320E-008                  4.2494967322821120E+000                  1.7762199036070291E+004                  2.0441132531726936E+001                  1.2916446584387808E+000                  8.0403460755908024E+005                  1.2993139441089849E+000                  1.2724948825020133E+000                  2.0972185662714890E-001                  9.9407596281030774E-001                  1.1201638543678083E+000                  3.4603821895917517E+008                  2.6474773388657981E+008                  8.1578882164503774E+000                  2.5490877126950631E+000                  2.7299513033870246E+007                 -1.9048301178701231E-004                  1.0219971973523123E-005                                        1                  0.0000000000000000E+000                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -2.4481020390660382E-001                  6.5306917363981892E-002                 -1.1380673153245060E+000                  8.6813128878511045E-002                  0.0000000000000000E+000 
                                       2                  1.6999999999994899E+000                  9.9999999999970002E-001                  6.5625000000000016E-013                  1.5992535339139475E+000                  1.1126006835439333E+011                  2.0391731906296665E-001                  3.8901053332022522E+000                  7.7643540939841378E+003                 -7.4451572103986621E+000                  3.5879203189206502E-008                  4.2541021868535118E+000                  1.7951559664380038E+004                  2.0452892668201383E+001                  1.2908943619154634E+000                  8.0463435615017707E+005                  1.2940103407054566E+000                  1.2666785159848355E+000                  2.0608637354275411E-001                  9.9378964652423929E-001                  1.1257815195825822E+000                  3.5421766173181140E+008                  2.7203817283166891E+008                  8.1578882164503792E+000                  2.7112815190312460E+000                  2.7452221015255302E+007                 -1.9723220781159393E-004                  1.0222380381492216E-005                                        1                  6.1765704161216972E+003                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -2.3284654577401248E-001                  6.4433459525290435E-002                 -1.1147530674089750E+000                  2.8217959191989828E-001                  1.2547490015824215E-004 
                                       3                  1.6999999999983744E+000                  9.9999999999904376E-001                  3.7500000000000012E-013                  1.5992478208064218E+000                  1.1125967089350276E+011                  2.0391576760445670E-001                  3.8925925350398267E+000                  7.8089480751636784E+003                 -7.4430395194097825E+000                  3.6054583301041760E-008                  4.2590147925935362E+000                  1.8155775024781262E+004                  2.0467662035166573E+001                  1.2899847860382661E+000                  8.0535581997542421E+005                  1.2880160979882369E+000                  1.2600975218498527E+000                  2.0193595958747293E-001                  9.9344263575487113E-001                  1.1325537186484829E+000                  3.6405685930285376E+008                  2.8079749680915380E+008                  8.1578882164503792E+000                  2.9091407358071537E+000                  2.7629262879064534E+007                 -2.2804647432461770E-004                  1.0233484373916385E-005                                        1                  7.9953159999981744E+003                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -2.1942656953800266E-001                  6.3378551341050804E-002                 -1.0873073297096616E+000                  3.9757756307744690E-001                  1.6114058405266869E-004 
                                       4                  1.6999999999977369E+000                  9.9999999999866873E-001                  3.7500000000000012E-013                  1.5992445720354824E+000                  1.1125944487650851E+011                  2.0391488536175068E-001                  3.8944642049063813E+000                  7.8426747591313069E+003                 -7.4416165140197554E+000                  3.6172913177572210E-008                  4.2625530418894995E+000                  1.8304296493735394E+004                  2.0479509177648652E+001                  1.2892652280904338E+000                  8.0592859132052865E+005                  1.2835818587652117E+000                  1.2552236650683637E+000                  1.9883652072763097E-001                  9.9316831141185957E-001                  1.1378814637928327E+000                  3.7178098867358625E+008                  2.8766584421178335E+008                  8.1578882164503792E+000                  3.0671873887584540E+000                  2.7764047449505132E+007                 -2.4712764703201703E-004                  1.0240480122044061E-005                                        1                  9.2798165455333292E+003                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -2.0956444515751180E-001                  6.2551344247363999E-002                 -1.0661885558550972E+000                  5.1593288830759687E-001                  1.8613957117949472E-004 
                                       5                  1.6999999999970992E+000                  9.9999999999829370E-001                  3.7499999999999992E-013                  1.5992413338788791E+000                  1.1125921959795361E+011                  2.0391400599971143E-001                  3.8964050704401476E+000                  7.8778021696047563E+003                 -7.4403117992241965E+000                  3.6281747852076316E-008                  4.2660627257543782E+000                  1.8452819165602912E+004                  2.0492509677868803E+001                  1.2884854602241431E+000                  8.0655056561978708E+005                  1.2790533962434463E+000                  1.2502411606147430E+000                  1.9564516609498064E-001                  9.9287121079585683E-001                  1.1436272240963195E+000                  3.8009663149896902E+008                  2.9505247057638329E+008                  8.1578882164503792E+000                  3.2398130271549048E+000                  2.7905254538387578E+007                 -2.6760864796368560E-004                  1.0248094050224996E-005                                        1                  1.0801561208237883E+004                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -1.9955265740078493E-001                  6.1665188088037275E-002                 -1.0438667055450035E+000                  6.3747744431167186E-001                  2.1558943119462918E-004 
                                       6                  1.6999999999964615E+000                  9.9999999999791866E-001                  3.7500000000000032E-013                  1.5992381054227529E+000                  1.1125899499426093E+011                  2.0391312927018584E-001                  3.8984202329534132E+000                  7.9144407641393800E+003                 -7.4391324936803294E+000                  3.6380403059908541E-008                  4.2695443018744266E+000                  1.8601343036792747E+004                  2.0506779290735679E+001                  1.2876382574296059E+000                  8.0722850943447754E+005                  1.2744305922090462E+000                  1.2451492448693038E+000                  1.9235961570112806E-001                  9.9254863915319136E-001                  1.1498386148411097E+000                  3.8907049200281721E+008                  3.0301501274464393E+008                  8.1578882164503792E+000                  3.4289764645854803E+000                  2.8053464676625308E+007                 -2.8955859592665767E-004                  1.0256376370887469E-005                                        1                  1.2607203505951700E+004                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -1.8939565235114986E-001                  6.0717100933803510E-002                 -1.0202479910420899E+000                  7.6247023005295944E-001                  2.5032706045328794E-004 
                                       7                  1.6999999999958240E+000                  9.9999999999754363E-001                  3.3984375000000004E-013                  1.5992348857084586E+000                  1.1125877099873747E+011                  2.0391225491285647E-001                  3.9004173262948099E+000                  7.9509189485602665E+003                 -7.4381349849672835E+000                  3.6464059377293982E-008                  4.2728369269064945E+000                  1.8742905991540432E+004                  2.0521705567518232E+001                  1.2867593568502456E+000                  8.0793457819069899E+005                  1.2699320365694249E+000                  1.2401884153529434E+000                  1.8913491545722336E-001                  9.9221424890895016E-001                  1.1562497258933029E+000                  3.9831722901735687E+008                  3.1121039157672113E+008                  8.1578882164503792E+000                  3.6269799827279323E+000                  2.8201997711919829E+007                 -3.1313752075735147E-004                  1.0265413825762727E-005                                        1                  1.4760170311919172E+004                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -1.7957595134981119E-001                  5.9751977451245539E-002                 -9.9641714897433131E-001                  8.7897155328660825E-001                  2.9149243265213273E-004 
                                       8                  1.6999999999952462E+000                  9.9999999999720379E-001                  3.3984375000000004E-013                  1.5992319745254353E+000                  1.1125856846773453E+011                  2.0391146433988630E-001                  3.9023865785375782E+000                  7.9870532249325461E+003                 -7.4373039956851912E+000                  3.6533897360141665E-008                  4.2759446587049661E+000                  1.8877507813851676E+004                  2.0537178941033467E+001                  1.2858530537796358E+000                  8.0866620663401554E+005                  1.2655809676923848E+000                  1.2353844429633241E+000                  1.8598956464069341E-001                  9.9186971991238970E-001                  1.1628271445102303E+000                  4.0778861644553041E+008                  3.1959522140826011E+008                  8.1578882164503792E+000                  3.8330999567704374E+000                  2.8350128674293924E+007                 -3.3609660745156185E-004                  1.0274349141500569E-005                                        1                  1.7080510295914213E+004                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -1.7019407530947886E-001                  5.8778134464878541E-002                 -9.7275677114667713E-001                  9.9878515302494375E-001                  3.3559006266499578E-004 
                                       9                  1.6999999999946687E+000                  9.9999999999686395E-001                  3.3984375000000004E-013                  1.5992290688968416E+000                  1.1125836632315327E+011                  2.0391067527386514E-001                  3.9044317772110242E+000                  8.0247549107742670E+003                 -7.4365978308187533E+000                  3.6593349970776524E-008                  4.2790303323995635E+000                  1.9012110614394329E+004                  2.0554057800197370E+001                  1.2848683139526353E+000                  8.0946471770403662E+005                  1.2611527302702554E+000                  1.2304891018025899E+000                  1.8276121667384967E-001                  9.9149572367702976E-001                  1.1699360607072036E+000                  4.1800995996146119E+008                  3.2863292907539439E+008                  8.1578882164503792E+000                  4.0592519725218681E+000                  2.8505782365497101E+007                 -3.6077550129143059E-004                  1.0284092668804383E-005                                        1                  1.9833890953074238E+004                  6.9999999974806704E-001                  2.8000000066650865E-001                  1.9999999585424311E-002                  6.9999999974806704E-001                  2.7997020283854940E-001                 -1.6079151079045051E-001                  5.7745650229469363E-002                 -9.4814240807057781E-001                  1.1221816545364240E+000                  3.8760521217873033E-004 
